error_id,module,error_message,possible_cause,resolution,related_tcode,related_table,severity
ERR0645,QM,Custom error message 639,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0639,ZTAB0639,Low
ERR0646,PP,Custom error message 640,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0640,ZTAB0640,Low
ERR0647,PP,Custom error message 641,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0641,ZTAB0641,Medium
ERR0648,QM,Custom error message 642,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0642,ZTAB0642,Low
ERR0649,PP,Custom error message 643,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0643,ZTAB0643,Low
ERR0650,MM,Custom error message 644,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0644,ZTAB0644,Low
ERR0651,PP,Custom error message 645,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0645,ZTAB0645,Medium
ERR0652,QM,Custom error message 646,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0646,ZTAB0646,High
ERR0653,SD,Custom error message 647,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0647,ZTAB0647,Medium
ERR0654,SD,Custom error message 648,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0648,ZTAB0648,Medium
ERR0655,SD,Custom error message 649,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0649,ZTAB0649,Medium
ERR0656,WM,Custom error message 650,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0650,ZTAB0650,High
ERR0657,SD,Custom error message 651,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0651,ZTAB0651,Medium
ERR0658,SD,Custom error message 652,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0652,ZTAB0652,High
ERR0659,SD,Custom error message 653,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0653,ZTAB0653,Medium
ERR0660,SD,Custom error message 654,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0654,ZTAB0654,Low
ERR0661,MM,Custom error message 655,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0655,ZTAB0655,High
ERR0662,QM,Custom error message 656,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0656,ZTAB0656,Medium
ERR0663,QM,Custom error message 657,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0657,ZTAB0657,Medium
ERR0664,QM,Custom error message 658,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0658,ZTAB0658,Medium
ERR0665,SD,Custom error message 659,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0659,ZTAB0659,Medium
ERR0666,MM,Custom error message 660,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0660,ZTAB0660,Medium
ERR0667,MM,Custom error message 661,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0661,ZTAB0661,Low
ERR0668,WM,Custom error message 662,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0662,ZTAB0662,Low
ERR0669,MM,Custom error message 663,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0663,ZTAB0663,Medium
ERR0670,WM,Custom error message 664,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0664,ZTAB0664,High
ERR0671,FI,Custom error message 665,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0665,ZTAB0665,Low
ERR0672,PP,Custom error message 666,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0666,ZTAB0666,Medium
ERR0673,WM,Custom error message 667,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0667,ZTAB0667,Medium
ERR0674,PP,Custom error message 668,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0668,ZTAB0668,High
ERR0675,SD,Custom error message 669,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0669,ZTAB0669,Medium
ERR0676,MM,Custom error message 670,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0670,ZTAB0670,Low
ERR0677,QM,Custom error message 671,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0671,ZTAB0671,Medium
ERR0678,QM,Custom error message 672,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0672,ZTAB0672,Medium
ERR0679,MM,Custom error message 673,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0673,ZTAB0673,Medium
ERR0680,SD,Custom error message 674,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0674,ZTAB0674,High
ERR0681,FI,Custom error message 675,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0675,ZTAB0675,Medium
ERR0682,PP,Custom error message 676,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0676,ZTAB0676,High
ERR0683,FI,Custom error message 677,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0677,ZTAB0677,Low
ERR0684,PP,Custom error message 678,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0678,ZTAB0678,Medium
ERR0685,PP,Custom error message 679,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0679,ZTAB0679,Medium
ERR0686,SD,Custom error message 680,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0680,ZTAB0680,High
ERR0687,FI,Custom error message 681,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0681,ZTAB0681,Low
ERR0688,WM,Custom error message 682,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0682,ZTAB0682,High
ERR0689,FI,Custom error message 683,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0683,ZTAB0683,Medium
ERR0690,PP,Custom error message 684,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0684,ZTAB0684,High
ERR0691,PP,Custom error message 685,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0685,ZTAB0685,High
ERR0692,PP,Custom error message 686,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0686,ZTAB0686,Medium
ERR0693,MM,Custom error message 687,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0687,ZTAB0687,Medium
ERR0694,QM,Custom error message 688,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0688,ZTAB0688,High
ERR0695,FI,Custom error message 689,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0689,ZTAB0689,Medium
ERR0696,SD,Custom error message 690,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0690,ZTAB0690,High
ERR0697,WM,Custom error message 691,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0691,ZTAB0691,High
ERR0698,QM,Custom error message 692,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0692,ZTAB0692,High
ERR0699,MM,Custom error message 693,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0693,ZTAB0693,High
ERR0700,MM,Custom error message 694,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0694,ZTAB0694,High
ERR0701,MM,Custom error message 695,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0695,ZTAB0695,Low
ERR0702,FI,Custom error message 696,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0696,ZTAB0696,Medium
ERR0703,PP,Custom error message 697,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0697,ZTAB0697,High
ERR0704,QM,Custom error message 698,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0698,ZTAB0698,Medium
ERR0705,WM,Custom error message 699,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0699,ZTAB0699,High
ERR0706,QM,Custom error message 700,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0700,ZTAB0700,Medium
ERR0707,QM,Custom error message 701,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0701,ZTAB0701,Medium
ERR0708,MM,Custom error message 702,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0702,ZTAB0702,Medium
ERR0709,QM,Custom error message 703,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0703,ZTAB0703,High
ERR0710,PP,Custom error message 704,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0704,ZTAB0704,High
ERR0711,WM,Custom error message 705,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0705,ZTAB0705,Low
ERR0712,SD,Custom error message 706,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0706,ZTAB0706,Low
ERR0713,WM,Custom error message 707,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0707,ZTAB0707,High
ERR0714,MM,Custom error message 708,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0708,ZTAB0708,Medium
ERR0715,FI,Custom error message 709,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0709,ZTAB0709,Low
ERR0716,QM,Custom error message 710,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0710,ZTAB0710,Medium
ERR0717,PP,Custom error message 711,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0711,ZTAB0711,Low
ERR0718,SD,Custom error message 712,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0712,ZTAB0712,Low
ERR0719,SD,Custom error message 713,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0713,ZTAB0713,High
ERR0720,FI,Custom error message 714,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0714,ZTAB0714,Medium
ERR0721,MM,Custom error message 715,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0715,ZTAB0715,Medium
ERR0722,SD,Custom error message 716,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0716,ZTAB0716,Medium
ERR0723,WM,Custom error message 717,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0717,ZTAB0717,High
ERR0724,FI,Custom error message 718,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0718,ZTAB0718,Low
ERR0725,QM,Custom error message 719,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0719,ZTAB0719,Medium
ERR0726,QM,Custom error message 720,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0720,ZTAB0720,Medium
ERR0727,FI,Custom error message 721,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0721,ZTAB0721,Medium
ERR0728,MM,Custom error message 722,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0722,ZTAB0722,Low
ERR0729,FI,Custom error message 723,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0723,ZTAB0723,Medium
ERR0730,SD,Custom error message 724,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0724,ZTAB0724,Medium
ERR0731,WM,Custom error message 725,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0725,ZTAB0725,Medium
ERR0732,QM,Custom error message 726,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0726,ZTAB0726,Low
ERR0733,MM,Custom error message 727,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0727,ZTAB0727,Low
ERR0734,WM,Custom error message 728,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0728,ZTAB0728,Low
ERR0735,SD,Custom error message 729,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0729,ZTAB0729,Low
ERR0736,MM,Custom error message 730,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0730,ZTAB0730,High
ERR0737,MM,Custom error message 731,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0731,ZTAB0731,Low
ERR0738,SD,Custom error message 732,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0732,ZTAB0732,Medium
ERR0739,MM,Custom error message 733,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0733,ZTAB0733,Medium
ERR0740,SD,Custom error message 734,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0734,ZTAB0734,Low
ERR0741,FI,Custom error message 735,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0735,ZTAB0735,Medium
ERR0742,SD,Custom error message 736,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0736,ZTAB0736,Medium
ERR0743,PP,Custom error message 737,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0737,ZTAB0737,Low
ERR0744,FI,Custom error message 738,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0738,ZTAB0738,Medium
ERR0745,FI,Custom error message 739,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0739,ZTAB0739,High
ERR0746,MM,Custom error message 740,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0740,ZTAB0740,Low
ERR0747,PP,Custom error message 741,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0741,ZTAB0741,High
ERR0748,QM,Custom error message 742,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0742,ZTAB0742,Low
ERR0749,FI,Custom error message 743,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0743,ZTAB0743,Low
ERR0750,QM,Custom error message 744,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0744,ZTAB0744,Medium
ERR0751,SD,Custom error message 745,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0745,ZTAB0745,Medium
ERR0752,FI,Custom error message 746,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0746,ZTAB0746,High
ERR0753,WM,Custom error message 747,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0747,ZTAB0747,Low
ERR0754,FI,Custom error message 748,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0748,ZTAB0748,High
ERR0755,QM,Custom error message 749,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0749,ZTAB0749,Medium
ERR0756,WM,Custom error message 750,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0750,ZTAB0750,High
ERR0757,QM,Custom error message 751,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0751,ZTAB0751,Low
ERR0758,PP,Custom error message 752,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0752,ZTAB0752,Low
ERR0759,MM,Custom error message 753,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0753,ZTAB0753,High
ERR0760,FI,Custom error message 754,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0754,ZTAB0754,High
ERR0761,QM,Custom error message 755,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0755,ZTAB0755,High
ERR0762,PP,Custom error message 756,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0756,ZTAB0756,Low
ERR0763,MM,Custom error message 757,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0757,ZTAB0757,High
ERR0764,WM,Custom error message 758,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0758,ZTAB0758,High
ERR0765,MM,Custom error message 759,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0759,ZTAB0759,Low
ERR0766,MM,Custom error message 760,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0760,ZTAB0760,High
ERR0767,SD,Custom error message 761,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0761,ZTAB0761,High
ERR0768,WM,Custom error message 762,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0762,ZTAB0762,Low
ERR0769,FI,Custom error message 763,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0763,ZTAB0763,High
ERR0770,PP,Custom error message 764,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0764,ZTAB0764,Medium
ERR0771,WM,Custom error message 765,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0765,ZTAB0765,Low
ERR0772,WM,Custom error message 766,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0766,ZTAB0766,Low
ERR0773,PP,Custom error message 767,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0767,ZTAB0767,High
ERR0774,MM,Custom error message 768,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0768,ZTAB0768,Medium
ERR0775,MM,Custom error message 769,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0769,ZTAB0769,Medium
ERR0776,WM,Custom error message 770,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0770,ZTAB0770,Medium
ERR0777,FI,Custom error message 771,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0771,ZTAB0771,Low
ERR0778,SD,Custom error message 772,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0772,ZTAB0772,High
ERR0779,WM,Custom error message 773,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0773,ZTAB0773,Low
ERR0780,FI,Custom error message 774,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0774,ZTAB0774,Medium
ERR0781,FI,Custom error message 775,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0775,ZTAB0775,High
ERR0782,MM,Custom error message 776,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0776,ZTAB0776,Low
ERR0783,FI,Custom error message 777,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0777,ZTAB0777,High
ERR0784,MM,Custom error message 778,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0778,ZTAB0778,Medium
ERR0785,WM,Custom error message 779,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0779,ZTAB0779,Low
ERR0786,WM,Custom error message 780,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0780,ZTAB0780,High
ERR0787,SD,Custom error message 781,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0781,ZTAB0781,Medium
ERR0788,MM,Custom error message 782,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0782,ZTAB0782,Medium
ERR0789,FI,Custom error message 783,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0783,ZTAB0783,Medium
ERR0790,QM,Custom error message 784,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0784,ZTAB0784,Low
ERR0791,QM,Custom error message 785,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0785,ZTAB0785,High
ERR0792,QM,Custom error message 786,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0786,ZTAB0786,High
ERR0793,FI,Custom error message 787,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0787,ZTAB0787,High
ERR0794,MM,Custom error message 788,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0788,ZTAB0788,Medium
ERR0795,SD,Custom error message 789,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0789,ZTAB0789,Low
ERR0796,WM,Custom error message 790,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0790,ZTAB0790,Medium
ERR0797,MM,Custom error message 791,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0791,ZTAB0791,High
ERR0798,QM,Custom error message 792,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0792,ZTAB0792,Low
ERR0799,WM,Custom error message 793,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0793,ZTAB0793,Low
ERR0800,PP,Custom error message 794,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0794,ZTAB0794,Medium
ERR0801,PP,Custom error message 795,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0795,ZTAB0795,High
ERR0802,FI,Custom error message 796,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0796,ZTAB0796,Medium
ERR0803,PP,Custom error message 797,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0797,ZTAB0797,Low
ERR0804,PP,Custom error message 798,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0798,ZTAB0798,Low
ERR0805,SD,Custom error message 799,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0799,ZTAB0799,Low
ERR0806,WM,Custom error message 800,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0800,ZTAB0800,High
ERR0807,MM,Custom error message 801,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0801,ZTAB0801,Medium
ERR0808,PP,Custom error message 802,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0802,ZTAB0802,Medium
ERR0809,FI,Custom error message 803,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0803,ZTAB0803,High
ERR0810,MM,Custom error message 804,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0804,ZTAB0804,Low
ERR0811,QM,Custom error message 805,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0805,ZTAB0805,High
ERR0812,PP,Custom error message 806,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0806,ZTAB0806,High
ERR0813,MM,Custom error message 807,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0807,ZTAB0807,Low
ERR0814,FI,Custom error message 808,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0808,ZTAB0808,Medium
ERR0815,SD,Custom error message 809,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0809,ZTAB0809,Low
ERR0816,WM,Custom error message 810,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0810,ZTAB0810,High
ERR0817,FI,Custom error message 811,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0811,ZTAB0811,Medium
ERR0818,PP,Custom error message 812,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0812,ZTAB0812,Medium
ERR0819,WM,Custom error message 813,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0813,ZTAB0813,High
ERR0820,FI,Custom error message 814,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0814,ZTAB0814,Low
ERR0821,PP,Custom error message 815,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0815,ZTAB0815,Low
ERR0822,QM,Custom error message 816,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0816,ZTAB0816,Low
ERR0823,PP,Custom error message 817,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0817,ZTAB0817,Medium
ERR0824,SD,Custom error message 818,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0818,ZTAB0818,Medium
ERR0825,QM,Custom error message 819,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0819,ZTAB0819,High
ERR0826,SD,Custom error message 820,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0820,ZTAB0820,High
ERR0827,WM,Custom error message 821,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0821,ZTAB0821,High
ERR0828,WM,Custom error message 822,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0822,ZTAB0822,High
ERR0829,QM,Custom error message 823,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0823,ZTAB0823,High
ERR0830,FI,Custom error message 824,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0824,ZTAB0824,Low
ERR0831,QM,Custom error message 825,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0825,ZTAB0825,Low
ERR0832,MM,Custom error message 826,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0826,ZTAB0826,Low
ERR0833,SD,Custom error message 827,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0827,ZTAB0827,High
ERR0834,QM,Custom error message 828,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0828,ZTAB0828,High
ERR0835,WM,Custom error message 829,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0829,ZTAB0829,High
ERR0836,PP,Custom error message 830,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0830,ZTAB0830,High
ERR0837,WM,Custom error message 831,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0831,ZTAB0831,Low
ERR0838,SD,Custom error message 832,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0832,ZTAB0832,Low
ERR0839,WM,Custom error message 833,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0833,ZTAB0833,Medium
ERR0840,SD,Custom error message 834,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0834,ZTAB0834,Medium
ERR0841,WM,Custom error message 835,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0835,ZTAB0835,Low
ERR0842,WM,Custom error message 836,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0836,ZTAB0836,High
ERR0843,PP,Custom error message 837,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0837,ZTAB0837,High
ERR0844,FI,Custom error message 838,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZFI0838,ZTAB0838,Low
ERR0845,WM,Custom error message 839,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0839,ZTAB0839,Medium
ERR0846,MM,Custom error message 840,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0840,ZTAB0840,Low
ERR0847,SD,Custom error message 841,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0841,ZTAB0841,Medium
ERR0848,MM,Custom error message 842,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0842,ZTAB0842,High
ERR0849,WM,Custom error message 843,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZWM0843,ZTAB0843,Low
ERR0850,PP,Custom error message 844,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0844,ZTAB0844,High
ERR0851,QM,Custom error message 845,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0845,ZTAB0845,Low
ERR0852,PP,Custom error message 846,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0846,ZTAB0846,High
ERR0853,QM,Custom error message 847,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZQM0847,ZTAB0847,Low
ERR0854,SD,Custom error message 848,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZSD0848,ZTAB0848,Low
ERR0855,MM,Custom error message 849,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0849,ZTAB0849,High
ERR0856,PP,Custom error message 850,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0850,ZTAB0850,Medium
ERR0857,MM,Custom error message 851,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZMM0851,ZTAB0851,High
ERR0858,PP,Custom error message 852,"Configuration, authorization or master data issue","Verify configuration, master data and user authorization",ZPP0852,ZTAB0852,Medium
